,cluster,id,label,dices_tags,dices_speech_id,text
0,84,187,"Homer, Odyssey 2.85-2.128",del|inf|req|vit,721,"κοῦροι ἐμοὶ μνηστῆρες, ἐπεὶ θάνε δῖος Ὀδυσσεύς, μίμνετʼ ἐπειγόμενοι τὸν ἐμὸν γάμον, εἰς ὅ κε φᾶρος ἐκτελέσω, μή μοι μεταμώνια νήματʼ ὄληται, Λαέρτῃ ἥρωι ταφήιον, εἰς ὅτε κέν μιν μοῖρʼ ὀλοὴ καθέλῃσι τανηλεγέος θανάτοιο, μή τίς μοι κατὰ δῆμον Ἀχαιϊάδων νεμεσήσῃ. αἴ κεν ἄτερ σπείρου κεῖται πολλὰ κτεατίσσας. "
1,84,189,"Homer, Odyssey 2.96-2.102",inf,722,"κοῦροι ἐμοὶ μνηστῆρες, ἐπεὶ θάνε δῖος Ὀδυσσεύς, μίμνετʼ ἐπειγόμενοι τὸν ἐμὸν γάμον, εἰς ὅ κε φᾶρος ἐκτελέσω, μή μοι μεταμώνια νήματʼ ὄληται, Λαέρτῃ ἥρωι ταφήιον, εἰς ὅτε κέν μιν μοῖρʼ ὀλοὴ καθέλῃσι τανηλεγέος θανάτοιο, μή τίς μοι κατὰ δῆμον Ἀχαιϊάδων νεμεσήσῃ. αἴ κεν ἄτερ σπείρου κεῖται πολλὰ κτεατίσσας."
2,84,586,"Homer, Odyssey 19.124-19.163",lam,1198,"κοῦροι, ἐμοὶ μνηστῆρες, ἐπεὶ θάνε δῖος Ὀδυσσεύς, μίμνετʼ ἐπειγόμενοι τὸν ἐμὸν γάμον, εἰς ὅ κε φᾶρος ἐκτελέσω—μή μοι μεταμώνια νήματʼ ὄληται— Λαέρτῃ ἥρωϊ ταφήϊον, εἰς ὅτε κέν μιν μοῖρʼ ὀλοὴ καθέλῃσι τανηλεγέος θανάτοιο· μή τίς μοι κατὰ δῆμον Ἀχαιϊάδων νεμεσήσῃ, αἴ κεν ἄτερ σπείρου κεῖται πολλὰ κτεατίσσας. "
3,84,587,"Homer, Odyssey 19.141-19.147",del|nar|que,1199,"κοῦροι, ἐμοὶ μνηστῆρες, ἐπεὶ θάνε δῖος Ὀδυσσεύς, μίμνετʼ ἐπειγόμενοι τὸν ἐμὸν γάμον, εἰς ὅ κε φᾶρος ἐκτελέσω—μή μοι μεταμώνια νήματʼ ὄληται— Λαέρτῃ ἥρωϊ ταφήϊον, εἰς ὅτε κέν μιν μοῖρʼ ὀλοὴ καθέλῃσι τανηλεγέος θανάτοιο· μή τίς μοι κατὰ δῆμον Ἀχαιϊάδων νεμεσήσῃ, αἴ κεν ἄτερ σπείρου κεῖται πολλὰ κτεατίσσας."
4,84,1298,"Homer, Odyssey 24.121-24.190",nar,1342,"κοῦροι ἐμοὶ μνηστῆρες, ἐπεὶ θάνε δῖος Ὀδυσσεύς, μίμνετʼ ἐπειγόμενοι τὸν ἐμὸν γάμον, εἰς ὅ κε φᾶρος ἐκτελέσω, μή μοι μεταμώνια νήματʼ ὄληται, Λαέρτῃ ἥρωϊ ταφήϊον, εἰς ὅτε κέν μιν μοῖρʼ ὀλοὴ καθέλῃσι τανηλεγέος θανάτοιο, μή τίς μοι κατὰ δῆμον Ἀχαιϊάδων νεμεσήσῃ, αἴ κεν ἄτερ σπείρου κεῖται πολλὰ κτεατίσσας. "
5,84,1299,"Homer, Odyssey 24.131-24.137",del,1343,"κοῦροι ἐμοὶ μνηστῆρες, ἐπεὶ θάνε δῖος Ὀδυσσεύς, μίμνετʼ ἐπειγόμενοι τὸν ἐμὸν γάμον, εἰς ὅ κε φᾶρος ἐκτελέσω, μή μοι μεταμώνια νήματʼ ὄληται, Λαέρτῃ ἥρωϊ ταφήϊον, εἰς ὅτε κέν μιν μοῖρʼ ὀλοὴ καθέλῃσι τανηλεγέος θανάτοιο, μή τίς μοι κατὰ δῆμον Ἀχαιϊάδων νεμεσήσῃ, αἴ κεν ἄτερ σπείρου κεῖται πολλὰ κτεατίσσας."
6,151,318,"Homer, Odyssey 4.333-4.592",nar|res,776,"οὐ γάρ οἱ πάρα νῆες ἐπήρετμοι καὶ ἑταῖροι, οἵ κέν μιν πέμποιεν ἐπʼ εὐρέα νῶτα θαλάσσης. "
7,151,344,"Homer, Odyssey 4.555-4.569",inf,789,"οὐ γάρ οἱ πάρα νῆες ἐπήρετμοι καὶ ἑταῖροι, οἵ κέν μιν πέμποιεν ἐπʼ εὐρέα νῶτα θαλάσσης. "
8,151,494,"Homer, Odyssey 17.108-17.149",inf,1107,"οὐ γάρ οἱ πάρα νῆες ἐπήρετμοι καὶ ἑταῖροι, οἵ κέν μιν πέμποιεν ἐπʼ εὐρέα νῶτα θαλάσσης "
9,151,495,"Homer, Odyssey 17.124-17.146",inf|nar,1108,"οὐ γάρ οἱ πάρα νῆες ἐπήρετμοι καὶ ἑταῖροι, οἵ κέν μιν πέμποιεν ἐπʼ εὐρέα νῶτα θαλάσσης"
10,151,820,"Homer, Odyssey 5.7-5.20",per|req,810,"οὐ γάρ οἱ πάρα νῆες ἐπήρετμοι καὶ ἑταῖροι, οἵ κέν μιν πέμποιεν ἐπʼ εὐρέα νῶτα θαλάσσης. "
11,151,829,"Homer, Odyssey 5.118-5.144",del|vit,815,"οὐ γάρ μοι πάρα νῆες ἐπήρετμοι καὶ ἑταῖροι, οἵ κέν μιν πέμποιεν ἐπʼ εὐρέα νῶτα θαλάσσης. "
12,72,381,"Homer, Odyssey 13.200-13.216",lam,994,"ὤ μοι ἐγώ, τέων αὖτε βροτῶν ἐς γαῖαν ἱκάνω; ἦ ῥʼ οἵ γʼ ὑβρισταί τε καὶ ἄγριοι οὐδὲ δίκαιοι, ἦε φιλόξεινοι, καί σφιν νόος ἐστὶ θεουδής; πῇ δὴ "
13,72,864,"Homer, Odyssey 6.119-6.126",que,833,"ὤ μοι ἐγώ, τέων αὖτε βροτῶν ἐς γαῖαν ἱκάνω; ἦ ῥʼ οἵ γʼ ὑβρισταί τε καὶ ἄγριοι οὐδὲ δίκαιοι, ἦε φιλόξεινοι καί σφιν νόος ἐστὶ θεουδής; ὥς "
14,72,976,"Homer, Odyssey 8.536-8.586",del|que,889,"τε καὶ ἄγριοι οὐδὲ δίκαιοι, οἵ τε φιλόξεινοι, καί σφιν νόος ἐστὶ θεουδής. εἰπὲ δʼ "
15,72,979,"Homer, Odyssey 9.2-11.332",inf|nar|res,890,"ῥʼ οἵ γʼ ὑβρισταί τε καὶ ἄγριοι οὐδὲ δίκαιοι, ἦε φιλόξεινοι, καί σφιν νόος ἐστὶ θεουδής. ὣς "
16,72,981,"Homer, Odyssey 9.172-9.176",com|del,891,"ῥʼ οἵ γʼ ὑβρισταί τε καὶ ἄγριοι οὐδὲ δίκαιοι, ἦε φιλόξεινοι, καί σφιν νόος ἐστὶ θεουδής."
17,138,402,"Homer, Odyssey 14.166-14.190",del|que,1015,τίς πόθεν εἶς ἀνδρῶν; πόθι τοι πόλις ἠδὲ τοκῆες; ὁπποίης τʼ ἐπὶ νηὸς ἀφίκεο· πῶς δέ σε ναῦται ἤγαγον εἰς Ἰθάκην; τίνες ἔμμεναι εὐχετόωντο; οὐ μὲν γάρ τί σε πεζὸν ὀΐομαι ἐνθάδʼ ἱκέσθαι.
18,138,458,"Homer, Odyssey 16.57-16.59",que,1071,πῶς δέ ἑ ναῦται ἤγαγον εἰς Ἰθάκην; τίνες ἔμμεναι εὐχετόωντο; οὐ μὲν γάρ τί ἑ πεζὸν ὀΐομαι ἐνθάδʼ ἱκέσθαι.
19,138,470,"Homer, Odyssey 16.222-16.224",que,1083,σε ναῦται ἤγαγον εἰς Ἰθάκην; τίνες ἔμμεναι εὐχετόωντο; οὐ μὲν γάρ τί σε πεζὸν ὀΐομαι ἐνθάδʼ ἱκέσθαι.
20,138,1303,"Homer, Odyssey 24.281-24.301",del|que,1347,"ἀλλʼ ἄγε μοι τόδε εἰπὲ καὶ ἀτρεκέως κατάλεξον, πόστον δὴ ἔτος ἐστίν, ὅτε ξείνισσας ἐκεῖνον σὸν ξεῖνον δύστηνον, ἐμὸν παῖδʼ, εἴ ποτʼ ἔην γε, δύσμορον; ὅν που τῆλε φίλων καὶ πατρίδος αἴης ἠέ που ἐν πόντῳ φάγον ἰχθύες, ἢ ἐπὶ χέρσου θηρσὶ καὶ οἰωνοῖσιν ἕλωρ γένετʼ· οὐδέ ἑ μήτηρ κλαῦσε περιστείλασα πατήρ θʼ, οἵ μιν τεκόμεσθα· οὐδʼ ἄλοχος πολύδωρος, ἐχέφρων Πηνελόπεια, κώκυσʼ ἐν λεχέεσσιν ἑὸν πόσιν, ὡς ἐπεῴκει, ὀφθαλμοὺς καθελοῦσα· τὸ γὰρ γέρας ἐστὶ θανόντων. καί μοι τοῦτʼ ἀγόρευσον ἐτήτυμον, ὄφρʼ ἐῢ "
21,138,1354,"Homer, Odyssey 1.158-1.177",nar|que,704,"ἀλλʼ ἄγε μοι τόδε εἰπὲ καὶ ἀτρεκέως κατάλεξον· τίς πόθεν εἰς ἀνδρῶν; πόθι τοι πόλις ἠδὲ τοκῆες; ὁπποίης τʼ ἐπὶ νηὸς ἀφίκεο· πῶς δέ σε ναῦται ἤγαγον εἰς Ἰθάκην; τίνες ἔμμεναι εὐχετόωντο; οὐ μὲν γάρ τί σε πεζὸν ὀίομαι ἐνθάδʼ ἱκέσθαι. καί μοι τοῦτʼ ἀγόρευσον ἐτήτυμον, ὄφρʼ ἐὺ "
22,150,318,"Homer, Odyssey 4.333-4.592",nar|res,776,"ἐν νήσῳ θαλερὸν κατὰ δάκρυ χέοντα, νύμφης ἐν μεγάροισι Καλυψοῦς, ἥ μιν ἀνάγκῃ ἴσχει· ὁ δʼ οὐ δύναται ἣν πατρίδα γαῖαν ἱκέσθαι· οὐ γάρ οἱ πάρα νῆες ἐπήρετμοι καὶ ἑταῖροι, οἵ κέν μιν πέμποιεν ἐπʼ εὐρέα νῶτα θαλάσσης. "
23,150,344,"Homer, Odyssey 4.555-4.569",inf,789,"ἐν νήσῳ θαλερὸν κατὰ δάκρυ χέοντα, νύμφης ἐν μεγάροισι Καλυψοῦς, ἥ μιν ἀνάγκῃ ἴσχει· ὁ δʼ οὐ δύναται ἣν πατρίδα γαῖαν ἱκέσθαι· οὐ γάρ οἱ πάρα νῆες ἐπήρετμοι καὶ ἑταῖροι, οἵ κέν μιν πέμποιεν ἐπʼ εὐρέα νῶτα θαλάσσης. "
24,150,494,"Homer, Odyssey 17.108-17.149",inf,1107,"ἐν νήσῳ ἰδέειν κρατέρʼ ἄλγεʼ ἔχοντα, νύμφης ἐν μεγάροισι Καλυψοῦς, ἥ μιν ἀνάγκῃ ἴσχει· ὁ δʼ οὐ δύναται ἣν πατρίδα γαῖαν ἱκέσθαι. οὐ γάρ οἱ πάρα νῆες ἐπήρετμοι καὶ ἑταῖροι, οἵ κέν μιν πέμποιεν ἐπʼ εὐρέα νῶτα θαλάσσης "
25,150,495,"Homer, Odyssey 17.124-17.146",inf|nar,1108,"ἐν νήσῳ ἰδέειν κρατέρʼ ἄλγεʼ ἔχοντα, νύμφης ἐν μεγάροισι Καλυψοῦς, ἥ μιν ἀνάγκῃ ἴσχει· ὁ δʼ οὐ δύναται ἣν πατρίδα γαῖαν ἱκέσθαι. οὐ γάρ οἱ πάρα νῆες ἐπήρετμοι καὶ ἑταῖροι, οἵ κέν μιν πέμποιεν ἐπʼ εὐρέα νῶτα θαλάσσης"
26,150,820,"Homer, Odyssey 5.7-5.20",per|req,810,"ἐν νήσῳ κεῖται κρατέρʼ ἄλγεα πάσχων νύμφης ἐν μεγάροισι Καλυψοῦς, ἥ μιν ἀνάγκῃ ἴσχει· ὁ δʼ οὐ δύναται ἣν πατρίδα γαῖαν ἱκέσθαι· οὐ γάρ οἱ πάρα νῆες ἐπήρετμοι καὶ ἑταῖροι, οἵ κέν μιν πέμποιεν ἐπʼ εὐρέα νῶτα θαλάσσης. "
27,1,401,"Homer, Odyssey 14.149-14.164",con|ora,1014,"ἴστω νῦν Ζεὺς πρῶτα θεῶν, ξενίη τε τράπεζα, ἱστίη τʼ Ὀδυσῆος ἀμύμονος, ἣν ἀφικάνω· ἦ μέν τοι τάδε πάντα τελείεται ὡς ἀγορεύω. τοῦδʼ αὐτοῦ λυκάβαντος ἐλεύσεται ἐνθάδʼ Ὀδυσσεύς. τοῦ μὲν φθίνοντος μηνός, τοῦ δʼ ἱσταμένοιο, "
28,1,497,"Homer, Odyssey 17.152-17.161",inf,1109,"ἴστω νῦν Ζεὺς πρῶτα θεῶν, ξενίη τε τράπεζα ἱστίη τʼ Ὀδυσῆος ἀμύμονος, ἣν ἀφικάνω, ὡς ἦ τοι "
